"CO_CURSO";"CO_GRUPO";"NU_ANO";"NT_GER";"TP_SEXO";"NU_IDADE";"QE_I02";"QE_I08";"QE_I09";"QE_I10";"QE_I11";"QE_I15";"QE_I23"
56318;2;2012;NA;"F";"25";"D";"C";"C";"D";"J";"";"B"
56320;2;2022;36,9;"M";"55";"";"";"";"E";"H";"A";"B"
56336;29;2012;48;"F";"20";"A";"D";"B";"B";"";"A";"B"
56380;1;2012;52;"M";"25";"A";"A";"C";"E";"";"A";"B"
56382;2;2015;55,9;"M";"27";"A";"D";"D";"A";"F";"D";"C"
56388;2;2022;39,7;"M";"31";"A";"";"B";"E";"B";"A";"B"
56442;2;2015;52,3;"M";"31";"";"A";"B";"A";"A";"A";"B"
56452;22;2022;30;"M";"21";"A";"";"B";"E";"G";"A";""
56482;1;2012;43,6;"M";"27";"C";"D";"B";"A";"C";"A";"C"
56489;22;2015;27,4;"F";"24";"C";"C";"B";"D";"";"A";"B"
56596;22;2022;40;"M";"21";"C";"D";"D";"E";"H";"D";"C"
56598;13;2012;18,7;"F";"25";"";"G";"E";"E";"";"A";"B"
56642;26;2012;39,1;"F";"27";"";"F";"A";"B";"";"A";"B"
56708;1;2012;33,6;"F";"25";"D";"D";"";"E";"";"F";"B"
56716;2;2012;48,5;"F";"24";"D";"C";"A";"C";"K";"A";"D"
56718;2;2018;22,2;"F";"61";"A";"C";"B";"E";"B";"D";"B"
56720;18;2012;60;"F";"23";"A";"D";"D";"C";"E";"A";"B"
56730;22;2012;NA;"M";"40";"A";"B";"D";"E";"E";"A";"D"
56746;2;2022;69,5;"M";"26";"C";"F";"E";"E";"H";"A";"B"
56748;2;2018;NA;"F";"21";"D";"A";"A";"";"B";"A";"B"
56750;2;2022;13,5;"F";"33";"A";"B";"F";"E";"J";"";"B"
56800;1;2015;32,1;"M";"31";"A";"F";"C";"E";"";"A";"B"
56861;804;2012;31;"M";"22";"A";"D";"C";"D";"F";"A";"B"
56898;81;2012;NA;"M";"29";"";"";"";"";"";"";""
57000;804;2012;32,6;"F";"28";"A";"C";"";"E";"B";"A";"B"
57016;81;2018;43,1;"F";"21";"C";"G";"A";"E";"B";"F";"E"
57018;804;2018;73,5;"M";"23";"A";"F";"D";"";"B";"A";"B"
57044;86;2015;48,3;"F";"19";"B";"C";"B";"A";"";"A";"B"
57046;86;2012;56,7;"F";"36";"C";"D";"E";"E";"C";"A";"A"
57048;87;2015;25,6;"F";"29";"";"";"";"";"H";"A";"C"
57052;84;2012;79,8;"F";"35";"C";"B";"D";"";"";"";""
57074;1;2018;25,2;"F";"29";"A";"A";"D";"";"";"";""
57110;1;2015;46,8;"F";"33";"A";"E";"E";"E";"";"";"B"
57122;86;2015;56,2;"F";"20";"";"A";"B";"D";"F";"";"B"
57136;86;2012;43,9;"F";"26";"A";"D";"E";"E";"F";"A";"C"
57150;2;2012;22,9;"F";"24";"D";"F";"B";"";"E";"";"C"
57154;22;2015;58,3;"F";"23";"A";"B";"B";"E";"H";"A";"C"
57166;803;2012;55;"F";"26";"";"D";"A";"B";"F";"A";""
57176;1;2018;43,3;"F";"21";"D";"B";"F";"E";"H";"E";"B"
57180;804;2012;NA;"F";"23";"C";"";"";"";"";"";""
57182;803;2015;50,2;"F";"24";"C";"B";"A";"";"F";"E";"B"
57200;18;2022;45,9;"F";"23";"A";"B";"D";"A";"";"A";"B"
57212;84;2012;NA;"F";"28";"A";"G";"B";"A";"";"A";""
57214;1;2015;56,5;"F";"25";"A";"C";"A";"";"B";"A";"B"
57231;804;2012;40,4;"F";"24";"A";"";"A";"D";"";"A";"B"
57240;1;2015;6,1;"F";"27";"";"F";"";"D";"";"";"B"
57242;1;2012;45,6;"M";"29";"A";"F";"B";"E";"";"";"B"
57392;2;2018;NA;"M";"31";"D";"B";"B";"E";"B";"A";"C"
57394;2;2012;33;"F";"30";"B";"G";"E";"E";"B";"A";"B"
57396;2;2018;35,2;"M";"37";"A";"D";"F";"E";"H";"A";"A"
57398;2;2018;36,4;"F";"38";"A";"C";"E";"E";"J";"A";"B"
57400;2;2022;38,7;"M";"22";"A";"A";"B";"C";"D";"A";"B"
57430;1;2012;38,4;"F";"43";"D";"F";"C";"E";"I";"A";"E"
57522;2;2018;43,8;"F";"25";"";"C";"B";"";"";"";"B"
57530;22;2018;31,2;"M";"25";"B";"";"";"E";"B";"A";"B"
57532;1;2018;28;"M";"30";"";"F";"C";"E";"";"";"B"
57544;2;2022;53,9;"M";"22";"B";"B";"A";"A";"H";"A";"A"
57546;2;2022;38,2;"F";"64";"D";"";"E";"B";"";"A";"A"
57562;18;2012;50,7;"M";"23";"A";"F";"B";"A";"B";"F";"B"
57588;2;2012;27,4;"F";"25";"A";"C";"C";"A";"E";"A";"C"
57590;2;2018;44,9;"M";"22";"A";"E";"C";"A";"H";"A";"A"
57604;29;2018;76,3;"M";"24";"C";"A";"B";"C";"";"A";"B"
57608;2;2022;53,1;"M";"28";"B";"E";"B";"E";"";"D";""
57616;2;2022;42,9;"M";"40";"A";"D";"D";"A";"H";"A";"C"
57622;22;2012;30,6;"M";"35";"B";"D";"C";"E";"";"A";"A"
57624;1;2012;37,4;"F";"56";"B";"F";"D";"D";"";"A";"C"
57632;2;2015;24,6;"M";"25";"B";"B";"D";"B";"";"A";"A"
57682;2;2015;30,3;"F";"22";"A";"F";"";"E";"";"A";"B"
57684;2;2018;44;"F";"23";"A";"E";"A";"A";"B";"A";"B"
57686;2;2015;18,9;"M";"34";"C";"B";"B";"E";"";"A";"B"
57692;1;2015;35,2;"M";"27";"";"B";"";"";"G";"A";"B"
57784;94;2022;74,5;"F";"38";"A";"B";"E";"B";"A";"B";"A"
57792;2;2018;65,7;"M";"30";"C";"A";"F";"B";"E";"A";""
57798;2;2018;72,1;"F";"27";"B";"E";"E";"A";"D";"A";"D"
57800;2;2018;46,7;"M";"23";"C";"A";"D";"E";"F";"A";"D"
57802;2;2018;34,7;"M";"32";"";"C";"F";"B";"";"";"B"
57804;18;2012;47,3;"F";"26";"B";"D";"B";"A";"H";"A";"D"
57809;18;2012;18,4;"F";"41";"A";"E";"A";"A";"A";"A";"B"
57810;2;2015;37;"F";"47";"A";"B";"F";"E";"";"A";"B"
57815;22;2018;31,4;"M";"22";"C";"D";"B";"E";"B";"A";"C"
57826;2;2018;36,8;"M";"35";"D";"A";"B";"A";"";"D";"B"
57828;2;2022;49,8;"M";"29";"D";"";"C";"A";"H";"E";""
57836;67;2012;48,5;"F";"40";"A";"A";"E";"E";"C";"A";"B"
57842;2;2022;35,2;"F";"38";"A";"B";"F";"E";"B";"A";"B"
57844;803;2012;22,3;"F";"23";"C";"F";"B";"D";"B";"";"B"
57856;18;2015;53,8;"F";"23";"D";"C";"D";"E";"B";"A";"D"
57858;18;2012;29,2;"F";"24";"A";"C";"B";"A";"H";"A";"B"
57874;13;2012;20,5;"F";"37";"A";"E";"";"E";"F";"A";"C"
57886;26;2015;32,3;"M";"24";"A";"C";"E";"E";"H";"";"A"
57894;1;2012;NA;"F";"24";"";"";"";"";"";"";""
57896;22;2012;NA;"M";"32";"A";"E";"F";"E";"A";"A";"B"
57908;1;2015;31,5;"M";"21";"";"B";"B";"";"";"A";"B"
57928;2;2022;24;"M";"23";"A";"D";"E";"D";"I";"E";"C"
58008;94;2012;NA;"M";"23";"A";"F";"B";"E";"";"A";"A"
58022;87;2012;28,6;"F";"19";"";"A";"D";"";"B";"A";"B"
58024;86;2012;NA;"F";"22";"C";"D";"";"";"B";"";""
58054;2;2015;49,9;"F";"23";"A";"B";"D";"A";"C";"A";"C"
58084;803;2018;56,6;"M";"21";"E";"";"C";"";"";"A";"C"
58092;29;2022;58,7;"M";"25";"C";"A";"E";"A";"A";"A";"C"
58114;2;2022;40,4;"F";"22";"D";"B";"C";"E";"B";"A";"B"
58116;2;2012;40,3;"M";"30";"A";"D";"B";"A";"H";"A";"B"
58118;2;2012;41,5;"F";"33";"A";"F";"D";"";"B";"A";"B"
58120;2;2012;32,4;"F";"46";"D";"A";"B";"A";"B";"A";"C"
58150;1;2015;32;"F";"21";"A";"C";"D";"E";"";"A";""
58160;1;2018;30,3;"F";"22";"";"D";"D";"E";"";"A";"A"
58178;1;2018;NA;"F";"24";"A";"A";"C";"E";"H";"A";""
58187;26;2018;38,2;"F";"21";"A";"E";"B";"D";"";"A";"A"
58192;1;2012;NA;"F";"26";"";"";"";"";"";"";""
58194;1;2012;NA;"F";"28";"";"";"";"";"";"";""
58195;1;2012;NA;"M";"25";"";"";"";"";"";"";""
58198;13;2015;27,8;"M";"21";"A";"B";"";"E";"";"";""
58211;803;2015;40,3;"F";"29";"A";"B";"C";"A";"E";"A";"B"
58224;86;2015;NA;"F";"22";"C";"";"B";"E";"";"";"B"
58255;1;2012;49;"F";"44";"B";"B";"B";"D";"B";"C";"B"
58266;1;2018;38,3;"M";"26";"A";"A";"D";"E";"E";"C";"C"
58272;18;2012;42;"F";"22";"A";"F";"A";"E";"E";"A";"C"
58275;22;2018;53,8;"M";"27";"A";"D";"C";"A";"B";"";"B"
58279;1;2012;20,1;"M";"27";"A";"C";"E";"D";"C";"A";"B"
58280;1;2012;NA;"M";"25";"";"";"";"";"";"";""
58292;22;2018;34,1;"F";"38";"A";"C";"D";"E";"";"A";"B"
58316;1;2012;NA;"M";"23";"A";"";"C";"E";"";"E";"B"
58332;26;2012;50,9;"M";"25";"A";"F";"A";"";"";"A";"E"
58342;18;2015;27,8;"F";"24";"A";"C";"B";"B";"E";"A";"C"
58348;1;2012;NA;"M";"31";"A";"C";"B";"E";"E";"A";"B"
58504;2;2012;25,1;"M";"26";"D";"";"D";"E";"";"A";"B"
58508;1;2015;NA;"M";"44";"A";"F";"D";"E";"A";"F";"B"
58512;29;2018;30,9;"F";"28";"D";"C";"B";"A";"A";"A";"B"
58539;1;2012;55,4;"M";"32";"A";"";"";"";"";"A";""
58541;29;2012;32,2;"F";"27";"A";"";"E";"E";"";"E";"C"
58552;87;2012;18,6;"F";"30";"B";"E";"A";"";"F";"";""
58554;84;2012;39,6;"F";"31";"A";"C";"D";"E";"";"A";"B"
58556;86;2012;31,3;"F";"24";"A";"";"D";"E";"";"A";"B"
58558;84;2012;50,8;"M";"23";"C";"";"D";"";"";"";"C"
58560;86;2012;35,1;"F";"29";"B";"B";"C";"";"";"A";"B"
58564;87;2012;24,1;"F";"29";"";"H";"E";"E";"";"A";"B"
58592;1;2015;49,5;"M";"48";"A";"B";"E";"A";"B";"C";"B"
58598;22;2012;77;"F";"27";"C";"D";"D";"E";"";"A";"B"
58607;22;2015;26,5;"F";"49";"C";"C";"D";"D";"E";"A";"D"
58609;1;2012;30,7;"F";"22";"C";"C";"A";"D";"";"A";"B"
58613;22;2012;64;"F";"36";"C";"C";"D";"";"E";"A";"B"
58624;1;2015;45,3;"M";"21";"A";"B";"E";"E";"B";"F";"C"
58637;2;2022;41,6;"M";"31";"A";"F";"B";"E";"E";"A";"B"
58639;1;2022;65,3;"M";"24";"D";"B";"D";"E";"I";"A";""
58645;1;2018;30,3;"F";"35";"D";"C";"E";"E";"";"A";"B"
58697;804;2015;55,4;"F";"24";"A";"A";"B";"";"F";"";"D"
58700;22;2015;41,3;"F";"23";"B";"F";"B";"E";"D";"A";"B"
58702;1;2018;24,7;"M";"34";"";"C";"D";"";"";"";"B"
58709;1;2012;25,8;"F";"29";"";"F";"C";"D";"";"A";"A"
58711;1;2018;46,9;"M";"24";"D";"A";"B";"E";"B";"A";"B"
58721;86;2012;38,9;"F";"21";"A";"B";"D";"D";"";"A";"B"
58746;84;2012;NA;"M";"25";"D";"C";"A";"D";"";"";"D"
58756;2;2015;28,7;"F";"30";"";"";"A";"D";"E";"A";"D"
58762;1;2012;45,8;"F";"32";"A";"A";"B";"C";"C";"A";"E"
58773;1;2012;12,9;"M";"27";"";"E";"D";"D";"E";"A";"A"
58774;1;2012;27,6;"F";"23";"A";"D";"D";"D";"F";"A";"A"
58790;2;2022;44,7;"F";"23";"A";"C";"E";"A";"B";"A";""
58792;2;2022;NA;"M";"34";"C";"C";"C";"A";"B";"C";"D"
58794;18;2015;33,7;"F";"34";"D";"F";"B";"A";"H";"A";"B"
58796;18;2018;40,5;"F";"23";"D";"B";"C";"A";"I";"C";"B"
58827;1;2015;NA;"F";"26";"A";"";"B";"E";"B";"A";"B"
58830;22;2018;40,4;"F";"26";"B";"B";"B";"A";"B";"A";""
58836;29;2018;29,1;"M";"30";"C";"B";"E";"E";"H";"A";"E"
58838;1;2015;24,1;"F";"30";"C";"B";"E";"E";"F";"";""
58844;1;2012;42,8;"M";"21";"A";"C";"B";"E";"E";"D";"B"
58874;1;2018;62,3;"M";"25";"D";"B";"B";"B";"E";"C";"B"
58885;22;2022;NA;"M";"22";"D";"A";"E";"E";"C";"A";"D"
58888;22;2018;22,4;"F";"23";"A";"B";"D";"E";"B";"A";"A"
58896;1;2015;NA;"F";"32";"";"D";"";"E";"B";"A";""
58900;1;2012;NA;"";"";"";"";"";"";"";"";""
58903;22;2015;37;"F";"22";"A";"E";"C";"E";"J";"C";"C"
58980;1;2015;NA;"F";"35";"";"C";"E";"E";"";"";"B"
58987;22;2015;43,4;"F";"22";"D";"C";"";"D";"H";"A";"A"
59005;22;2012;28,7;"M";"23";"A";"E";"E";"D";"H";"A";""
59007;1;2018;NA;"M";"24";"A";"E";"C";"E";"F";"";""
59012;804;2012;51,2;"F";"24";"";"";"C";"A";"H";"B";"D"
59023;29;2012;33;"M";"41";"";"G";"B";"B";"";"A";"B"
59029;81;2015;47,4;"F";"22";"";"";"";"E";"E";"";"B"
59057;1;2012;41,5;"F";"29";"A";"A";"D";"E";"B";"A";"A"
59062;1;2015;53,4;"M";"23";"A";"D";"E";"E";"";"A";"B"
59068;1;2015;34,9;"M";"23";"A";"D";"D";"E";"A";"A";"B"
59082;22;2012;27,5;"F";"22";"C";"";"C";"C";"C";"A";"D"
59089;804;2012;27;"M";"22";"B";"F";"A";"C";"B";"";""
59091;22;2018;NA;"F";"30";"A";"";"D";"E";"A";"A";""
59131;26;2018;52,2;"F";"23";"A";"H";"C";"A";"B";"A";"B"
59132;26;2015;28,9;"F";"21";"A";"";"B";"D";"B";"A";"C"
59142;1;2012;33;"M";"28";"B";"C";"C";"C";"";"A";"B"
59144;1;2012;18,5;"M";"21";"A";"D";"D";"";"";"A";"B"
59165;1;2012;NA;"M";"37";"";"";"";"";"";"";""
59171;804;2018;NA;"F";"20";"";"B";"";"E";"";"C";"B"
59214;22;2022;35,5;"M";"30";"D";"A";"E";"E";"G";"F";"C"
59258;1;2012;51,3;"M";"24";"A";"C";"E";"D";"B";"";"B"
59270;1;2015;41,4;"F";"35";"A";"G";"C";"E";"";"A";"C"
59290;18;2018;31;"F";"26";"C";"F";"C";"E";"C";"C";"D"
59309;1;2018;36;"F";"45";"B";"B";"D";"C";"";"A";"B"
59316;1;2018;NA;"M";"29";"B";"B";"";"D";"B";"A";"D"
59325;85;2012;46,3;"F";"22";"";"C";"";"C";"";"A";"B"
59331;85;2012;68,1;"M";"33";"A";"D";"D";"A";"";"A";"C"
59350;94;2012;71,9;"M";"37";"C";"B";"";"E";"";"";"C"
59354;18;2018;73,5;"F";"23";"A";"C";"D";"A";"J";"A";"B"
59356;86;2012;30,7;"F";"23";"D";"E";"B";"E";"F";"";"C"
59360;1;2015;NA;"F";"22";"C";"B";"A";"E";"B";"";"B"
59369;2;2015;43;"F";"31";"A";"C";"";"E";"B";"A";"B"
59421;1;2012;34,9;"F";"23";"C";"D";"";"E";"";"A";"C"
59423;18;2015;50;"F";"39";"A";"B";"D";"B";"E";"A";"D"
59468;29;2012;49,2;"F";"27";"";"";"B";"";"B";"";"A"
59478;2;2018;73,6;"M";"42";"B";"B";"";"A";"B";"A";"E"
59480;2;2018;38,9;"F";"28";"C";"";"F";"A";"C";"E";"B"
59482;2;2018;42,3;"F";"33";"F";"C";"C";"C";"E";"A";"B"
59484;2;2012;54,4;"F";"30";"B";"G";"C";"B";"E";"A";"B"
59486;2;2022;45,2;"M";"28";"";"A";"A";"C";"C";"";""
59538;2;2018;51,7;"F";"26";"A";"B";"C";"E";"";"A";"C"
59557;18;2015;61,2;"F";"51";"A";"F";"C";"E";"H";"C";"B"
59561;18;2015;57,9;"F";"22";"A";"";"A";"A";"";"A";"E"
59565;18;2018;43,4;"F";"25";"D";"E";"B";"A";"";"A";""
59581;26;2012;29,3;"M";"21";"A";"F";"A";"C";"F";"D";"E"
59629;22;2022;NA;"F";"23";"C";"";"B";"C";"I";"A";"E"
59696;2;2018;57,7;"M";"36";"";"E";"B";"A";"A";"A";"B"
59704;22;2012;32,9;"M";"21";"B";"F";"E";"E";"B";"A";"B"
59728;1;2012;39,8;"F";"24";"C";"B";"B";"E";"A";"D";"C"
59729;1;2012;19;"F";"30";"D";"B";"A";"A";"E";"";"C"
59790;1;2015;48,2;"M";"29";"";"B";"E";"";"E";"C";"B"
59804;22;2015;38,9;"M";"23";"C";"B";"A";"E";"";"A";"A"
59806;1;2015;32,5;"F";"27";"A";"C";"B";"E";"B";"A";"B"
59812;1;2012;NA;"M";"30";"A";"C";"E";"E";"";"A";"A"
59815;804;2012;41,8;"";"23";"C";"D";"A";"E";"E";"A";""
59822;22;2018;45,1;"F";"26";"D";"D";"F";"E";"";"";"E"
59852;86;2012;38,2;"F";"24";"A";"D";"D";"A";"C";"C";"B"
59854;94;2012;28;"M";"22";"B";"C";"";"E";"C";"A";"B"
59856;87;2012;44,1;"F";"44";"";"";"D";"E";"C";"";"C"
59923;85;2015;56,2;"F";"27";"A";"B";"D";"E";"";"A";"B"
60004;84;2012;32,1;"M";"34";"B";"E";"A";"E";"";"C";"B"
60061;86;2018;NA;"F";"20";"C";"";"";"E";"C";"A";"D"
60063;86;2012;NA;"M";"20";"C";"C";"C";"E";"";"A";"C"
60078;1;2018;25;"F";"24";"C";"D";"C";"";"I";"A";""
60082;1;2012;50;"F";"31";"A";"";"B";"D";"B";"A";"B"
60114;1;2012;52,1;"F";"30";"";"C";"B";"E";"B";"A";"E"
60224;22;2018;42,5;"F";"26";"A";"E";"D";"E";"H";"A";"B"
60298;86;2015;66,5;"F";"28";"C";"D";"A";"";"";"";"C"
60322;86;2015;NA;"F";"25";"A";"E";"C";"E";"E";"";"C"
60324;804;2012;35,2;"M";"23";"A";"C";"B";"E";"";"A";"B"
60418;1;2015;40,3;"F";"28";"A";"F";"B";"E";"";"A";"B"
60434;84;2012;NA;"";"";"";"";"";"";"";"";""
60466;1;2015;55,5;"F";"23";"A";"B";"E";"B";"";"B";"B"
60548;803;2018;30,5;"F";"21";"A";"E";"C";"A";"";"A";"D"
60549;804;2012;41;"M";"22";"A";"C";"B";"E";"";"A";"C"
60578;22;2018;24;"F";"21";"A";"";"C";"D";"H";"A";""
60590;1;2012;26,4;"F";"25";"C";"D";"E";"E";"E";"";"B"
60616;2;2018;9,6;"M";"23";"D";"";"C";"";"A";"D";"C"
60628;1;2022;48,8;"M";"21";"A";"C";"E";"";"B";"";"B"
60635;29;2015;NA;"F";"21";"A";"A";"";"";"A";"";"B"
60682;22;2022;34;"F";"22";"A";"C";"C";"";"G";"D";"E"
60899;804;2022;56,5;"F";"21";"D";"A";"C";"B";"A";"A";"B"
60900;803;2015;72,3;"F";"20";"A";"G";"C";"C";"A";"A";"E"
60984;1;2015;47,1;"F";"24";"D";"C";"E";"";"";"A";""
61356;94;2012;38,3;"M";"37";"";"C";"D";"";"";"C";"C"
61365;94;2012;50,6;"M";"26";"";"C";"";"E";"";"";"C"
61541;1;2012;41,1;"M";"30";"";"";"";"";"";"";"B"
61580;18;2012;46,5;"F";"24";"A";"D";"A";"E";"";"A";"B"
61656;1;2018;30,5;"F";"21";"";"B";"C";"D";"";"A";"C"
61792;26;2012;39,8;"F";"24";"A";"E";"B";"A";"H";"A";""
61824;1;2012;32,3;"F";"32";"C";"B";"D";"A";"B";"A";"D"
61884;1;2018;66,1;"F";"23";"C";"B";"F";"E";"E";"A";"C"
61907;81;2022;32,6;"F";"23";"A";"G";"F";"B";"B";"A";"C"
61996;1;2012;24;"M";"24";"A";"E";"C";"E";"";"A";"B"
62076;22;2015;47,3;"F";"40";"A";"D";"";"E";"";"A";"C"
62087;803;2012;NA;"F";"46";"B";"E";"F";"A";"B";"";"D"
62088;804;2015;32,6;"F";"25";"A";"E";"B";"D";"";"A";"B"
62146;22;2015;19,9;"M";"23";"C";"C";"C";"E";"";"A";"C"
62250;26;2018;NA;"M";"27";"A";"B";"A";"D";"B";"E";"B"
62322;1;2012;31;"M";"47";"A";"E";"C";"E";"B";"A";"B"
62434;1;2012;20,9;"F";"23";"A";"C";"C";"A";"G";"F";"B"
62488;22;2015;16,5;"F";"32";"A";"D";"A";"E";"";"A";"C"
62522;1;2022;51,6;"F";"26";"A";"D";"";"E";"D";"A";"A"
62572;22;2012;17,2;"M";"31";"C";"C";"B";"E";"";"";""
62582;29;2015;NA;"F";"25";"C";"C";"C";"E";"";"A";"B"
62936;803;2012;41,9;"F";"24";"B";"";"F";"D";"";"A";"C"
62940;804;2012;63,2;"M";"23";"A";"F";"C";"A";"";"A";"A"
63028;2;2015;51;"M";"22";"D";"E";"B";"B";"";"A";"B"
63070;86;2022;52,7;"F";"27";"D";"E";"E";"";"";"A";"B"
63140;1;2015;33,8;"M";"51";"C";"C";"E";"E";"B";"A";"B"
63296;1;2012;NA;"M";"28";"";"";"";"";"";"";""
63300;2;2012;49,1;"M";"25";"C";"C";"E";"";"";"A";"A"
63344;1;2022;47,7;"M";"25";"A";"C";"B";"E";"D";"A";"A"
63398;1;2012;28,8;"F";"23";"A";"D";"C";"";"H";"A";"C"
63412;18;2015;51,3;"M";"22";"A";"C";"A";"A";"B";"A";"C"
63414;13;2012;66,8;"M";"23";"A";"H";"B";"E";"";"A";"B"
63416;1;2015;66,5;"M";"22";"A";"";"E";"E";"H";"A";"B"
63420;1;2018;NA;"F";"27";"A";"A";"B";"A";"E";"A";"B"
63445;804;2018;56,4;"M";"38";"D";"C";"C";"A";"A";"";""
63492;18;2015;NA;"F";"29";"D";"";"B";"E";"E";"A";"C"
63494;18;2022;39,5;"F";"24";"A";"B";"E";"A";"E";"";""
63496;1;2015;11,4;"F";"23";"A";"C";"C";"E";"";"";""
63508;804;2022;NA;"F";"24";"";"A";"";"";"";"";"E"
63510;803;2012;NA;"F";"27";"B";"B";"C";"";"H";"";"B"
63512;29;2015;NA;"F";"27";"";"";"B";"E";"";"A";"B"
63516;18;2022;35,8;"F";"21";"A";"F";"C";"A";"H";"A";"E"
63520;2;2022;39;"F";"40";"A";"B";"E";"E";"";"A";"E"
63526;2;2022;NA;"F";"45";"A";"";"A";"A";"I";"A";"B"
63546;1;2012;NA;"M";"21";"A";"";"";"E";"";"";"B"
63646;29;2015;65,5;"F";"26";"A";"D";"";"D";"";"A";""
63710;1;2012;27,6;"M";"29";"B";"D";"F";"E";"B";"A";"A"
63842;86;2018;NA;"M";"21";"A";"E";"C";"A";"";"";"B"
63880;18;2018;40,2;"F";"22";"A";"A";"B";"A";"B";"A";"E"
64078;26;2018;NA;"F";"24";"A";"D";"C";"A";"A";"D";""
64096;94;2012;NA;"M";"20";"";"";"";"E";"";"E";"B"
64103;18;2015;74;"M";"23";"A";"F";"A";"A";"A";"A";"B"
64124;26;2015;63,2;"M";"25";"A";"B";"E";"A";"C";"A";"C"
64149;803;2012;22,4;"M";"35";"C";"C";"F";"A";"A";"";"A"
64152;804;2012;29;"M";"21";"A";"F";"B";"";"A";"B";"B"
64186;26;2012;43;"M";"27";"A";"F";"B";"E";"";"A";"B"
64190;1;2012;38;"M";"27";"A";"D";"D";"E";"";"F";"B"
64196;29;2018;53;"F";"24";"A";"D";"A";"C";"";"A";"E"
64234;18;2012;47,4;"F";"25";"C";"B";"C";"D";"C";"A";"C"
64241;18;2022;83,6;"F";"32";"A";"C";"B";"B";"E";"A";"B"
64264;67;2012;67,4;"F";"20";"D";"B";"C";"E";"E";"A";"E"
64284;1;2018;NA;"F";"25";"";"";"E";"A";"";"";""
64356;26;2022;NA;"F";"26";"";"";"C";"D";"H";"D";""
64358;22;2015;41,3;"F";"22";"A";"F";"E";"B";"A";"A";"C"
64360;93;2015;NA;"F";"26";"A";"B";"E";"D";"G";"A";""
64375;22;2015;39,4;"F";"26";"D";"E";"D";"E";"E";"F";"C"
64388;22;2012;51,1;"M";"33";"A";"B";"B";"E";"";"A";"C"
64400;84;2012;25,4;"M";"24";"C";"E";"C";"A";"";"A";"C"
64408;87;2012;57,6;"F";"29";"A";"F";"B";"E";"E";"A";""
64437;1;2012;25,8;"M";"24";"A";"B";"E";"E";"B";"A";"B"
64443;2;2012;38;"F";"67";"A";"B";"E";"B";"B";"A";"B"
64489;18;2018;46,9;"F";"23";"A";"E";"B";"B";"";"A";"E"
64542;1;2015;39,9;"M";"43";"A";"C";"C";"D";"";"A";"B"
64571;1;2012;38,6;"F";"36";"";"";"A";"E";"";"";""
64587;2;2012;63,9;"F";"26";"B";"F";"C";"A";"C";"A";"C"
64650;26;2015;30;"M";"25";"A";"F";"A";"D";"J";"F";"C"
64654;93;2012;32,7;"F";"23";"A";"D";"D";"E";"";"A";"B"
64656;26;2012;50,7;"F";"22";"A";"D";"A";"B";"";"A";"B"
64684;84;2012;NA;"";"";"";"";"";"";"";"";""
64760;22;2012;48,8;"M";"28";"A";"C";"E";"E";"E";"A";"A"
64791;804;2015;NA;"F";"30";"";"";"D";"E";"G";"A";"B"
64800;1;2022;22,2;"F";"21";"A";"B";"E";"E";"D";"A";"B"
64805;22;2015;33,1;"F";"33";"B";"B";"B";"D";"B";"A";"B"
64824;81;2018;NA;"M";"29";"C";"C";"B";"E";"";"A";"B"
64842;2;2012;NA;"M";"37";"A";"F";"B";"E";"H";"A";"C"
64871;803;2018;62,2;"F";"21";"C";"E";"C";"E";"B";"A";"B"
64872;804;2018;54,8;"M";"25";"A";"B";"B";"A";"B";"A";"C"
64880;1;2012;36,4;"F";"25";"A";"";"E";"E";"";"A";"B"
64931;18;2022;36,4;"F";"28";"A";"C";"C";"A";"E";"A";"C"
64935;1;2012;23,8;"M";"24";"C";"B";"D";"A";"E";"A";"B"
64937;804;2022;39,9;"F";"26";"C";"E";"C";"E";"";"A";""
65024;803;2012;NA;"M";"33";"A";"F";"";"A";"";"";"A"
65031;1;2015;54,3;"M";"22";"C";"F";"D";"D";"";"A";""
65069;803;2022;41,7;"F";"25";"A";"C";"D";"D";"H";"A";"C"
65073;803;2012;48,2;"M";"55";"A";"C";"C";"A";"A";"A";"C"
65118;1;2012;34,6;"M";"28";"A";"E";"C";"E";"";"A";""
65132;1;2012;26;"F";"23";"A";"B";"D";"E";"G";"D";"E"
65144;1;2012;51;"F";"27";"A";"C";"C";"E";"B";"A";"A"
65194;22;2012;25,3;"F";"28";"B";"D";"D";"D";"B";"A";"B"
65196;1;2018;41,4;"F";"23";"A";"B";"D";"E";"B";"C";"C"
65208;804;2012;27,7;"M";"24";"C";"C";"C";"D";"";"A";"C"
65220;18;2022;36,6;"F";"30";"A";"E";"B";"A";"E";"A";"D"
65249;1;2012;11,1;"F";"37";"C";"B";"E";"A";"";"A";"C"
65335;1;2012;27,5;"M";"22";"A";"D";"B";"E";"H";"C";"D"
65339;804;2018;56;"F";"21";"A";"B";"D";"E";"B";"A";"E"
65342;22;2022;40,2;"F";"23";"A";"A";"B";"E";"B";"B";"B"
65344;22;2015;34,1;"F";"34";"D";"C";"E";"E";"B";"A";"C"
65346;18;2015;14,2;"F";"43";"A";"E";"A";"D";"B";"A";"B"
65365;2;2015;24,6;"F";"34";"A";"D";"B";"A";"";"";"B"
65367;2;2022;33,4;"M";"23";"D";"G";"F";"A";"J";"A";"D"
